"odd_objectif","indicateur_nombre","indicateur_nom","cible_nom","année_courante","valeure_courante","unité_calcul","statut_progrès"
"5","5.5.1","Proportion de sièges occupés par des femmes dans a) les parlements nationaux et b) les administrations locales.","Veiller à ce que les femmes participent pleinement et effectivement aux fonctions de direction à tous les niveaux de décision, dans la vie politique, économique et publique, et y accèdent sur un pied d’égalité.",2023,69.4,"Percentage (%)","Progrès limités"
"5","5.5.2","Proportion de femmes occupant des postes de direction.","Veiller à ce que les femmes participent pleinement et effectivement aux fonctions de direction à tous les niveaux de décision, dans la vie politique, économique et publique, et y accèdent sur un pied d’égalité.",2024,63.6,"Percentage (%)","Progrès limités"
"5","5.6.1","Proportion de femmes âgées de 15 à 49 ans prenant, en connaissance de cause, leurs propres décisions concernant leurs relations sexuelles, l’utilisation de contraceptifs et les soins de santé procréative","Assurer l’accès de tous aux soins de santé sexuelle et procréative et faire en sorte que chacun puisse exercer ses droits en matière de procréation, ainsi qu’il a été décidé dans le Programme d’action de la Conférence internationale sur la population et le développement et le Programme d’action de Beijing et les documents finals des conférences d’examen qui ont suivi",NA,NA,NA,"Non disponible"
"5","5.6.2","Nombre de pays dotés de textes législatifs et réglementaires garantissant aux femmes et aux hommes de 15 ans ou plus un accès équitable et sans restriction aux soins de santé sexuelle et procréative, ainsi qu’à des informations et une éducation dans ce domaine","Assurer l’accès de tous aux soins de santé sexuelle et procréative et faire en sorte que chacun puisse exercer ses droits en matière de procréation, ainsi qu’il a été décidé dans le Programme d’action de la Conférence internationale sur la population et le développement et le Programme d’action de Beijing et les documents finals des conférences d’examen qui ont suivi",NA,NA,NA,"Non disponible"
"5","5.a.1","a) Proportion de la population agricole totale ayant des droits de propriété ou des droits garantis sur des terres agricoles, par sexe ; b) proportion de femmes parmi les titulaires de droits de propriété ou de droits garantis sur des terrains agricoles, par type de droit","Entreprendre des réformes visant à donner aux femmes les mêmes droits aux ressources économiques, ainsi que l’accès à la propriété et au contrôle des terres et d’autres formes de propriété, aux services financiers, à l’héritage et aux ressources naturelles, dans le respect de la législation interne",NA,NA,NA,"Non disponible"
"5","5.b.1","Proportion de ménages qui possèdent un téléphone mobile","Renforcer l’utilisation des technologies clefs, en particulier de l’informatique et des communications, pour favoriser l’autonomisation des femmes",2023,95.7,"Percentage (%)","Sur la bonne voie"
"5","5.c.1","Systèmes canadiens permettant de suivre et de rendre public le montant des ressources allouées à l’égalité des sexes et à l’autonomisation des femmes","Adopter des politiques bien conçues et des dispositions législatives applicables en faveur de la promotion de l’égalité des sexes et de l’autonomisation de toutes les femmes et de toutes les filles à tous les niveaux et renforcer celles qui existent",NA,NA,NA,"Cible atteinte"
"5","5.a.2","Indicateur: Indicateur 5.a.2 : Cadre juridique (y compris le droit coutumier) du Canada garantissant aux femmes les mêmes droits que les hommes en matière d’accès à la propriété ou au contrôle des terres","Entreprendre des réformes visant à donner aux femmes les mêmes droits aux ressources économiques, ainsi que l’accès à la propriété et au contrôle des terres et d’autres formes de propriété, aux services financiers, à l’héritage et aux ressources naturelles, dans le respect de la législation interne",NA,NA,NA,"Non disponible"
"6","6.1.1","Proportion de la population utilisant des services d'alimentation en eau potable gérés en toute sécurité.","D'ici à 2030, assurer l'accès universel et équitable à l'eau potable, à un coût abordable.",2022,99.04,"Percentage (%)","Progrès limités"
"6","6.2.1","Proportion de la population utilisant a) des services d’assainissement gérés en toute sécurité et b) notamment des équipements pour se laver les mains avec de l’eau et du savon.","D’ici à 2030, assurer l’accès de tous, dans des conditions équitables, à des services d’assainissement et d’hygiène adéquats et mettre fin à la défécation en plein air, en accordant une attention particulière aux besoins des femmes et des filles et des personnes en situation vulnérable.",NA,NA,NA,"Non disponible"
"6","6.3.1","Proportion des eaux usées d’origine municipale et de la fabrication traitées sans danger","D’ici à 2030, améliorer la qualité de l’eau en réduisant la pollution, en éliminant l’immersion de déchets et en réduisant au minimum les émissions de produits chimiques et de matières dangereuses, en diminuant de moitié la proportion d’eaux usées non traitées et en augmentant nettement à l’échelle mondiale le recyclage et la réutilisation sans danger de l’eau",2021,43.13,NA,"Progrès limités"
"6","6.3.2","Proportion de rivières canadiennes dont la qualité de l'eau ambiante est bonne à excellente","D’ici à 2030, améliorer la qualité de l’eau en réduisant la pollution, en éliminant l’immersion de déchets 
et en réduisant au minimum les émissions de produits chimiques et de matières dangereuses, en diminuant de moitié la 
proportion d’eaux usées non traitées et en augmentant nettement à l’échelle mondiale le recyclage et la réutilisation 
sans danger de l’eau",2021,49,"Percentage (%)","Sur la bonne voie"
"6","6.4.1","Variation de l’efficacité de l’utilisation des ressources en eau","D’ici à 2030, faire en sorte que les ressources en eau soient utilisées beaucoup plus efficacement dans tous les secteurs et garantir la viabilité des prélèvements et de l’approvisionnement en eau douce afin de remédier à la pénurie d’eau et de réduire nettement le nombre de personnes qui manquent d’eau",2021,45.56,NA,"Sur la bonne voie"
"6","6.4.2","Niveau de stress hydrique : prélèvements d’eau douce en proportion des ressources en eau douce disponibles","D’ici à 2030, faire en sorte que les ressources en eau soient utilisées beaucoup plus efficacement dans tous les secteurs et garantir la viabilité des prélèvements et de l’approvisionnement en eau douce afin de remédier à la pénurie d’eau et de réduire nettement le nombre de personnes qui manquent d’eau",2021,3.73,"Percentage (%)","Cible atteinte"
"6","6.5.1","Degré de mise en œuvre de la gestion intégrée des ressources en eau","D’ici à 2030, assurer la gestion intégrée des ressources en eau à tous les niveaux, y compris au moyen de la coopération transfrontière selon qu’il convient",2023,73,"Percentage (%)","Non disponible"
"6","6.5.2","Proportion de bassins hydriques transfrontaliers où est en place un dispositif de coopération opérationnel","Cible 6.5 : D’ici à 2030, assurer la gestion intégrée des ressources en eau à tous les niveaux, y compris au moyen de la coopération transfrontière selon qu’il convient",2021,80.22,"Percentage (%)","Non disponible"
"6","6.6.1","Variation de l’étendue des écosystèmes tributaires de l’eau","D’ici à 2020, protéger et restaurer les écosystèmes liés à l’eau, notamment les montagnes, les forêts, les zones humides, les rivières, les aquifères et les lacs",NA,NA,"Percentage (%)","Non disponible"
"6","6.a.1","Montant de l’aide publique au développement consacrée à l’eau et à l’assainissement dans un plan de dépenses coordonné par les pouvoirs publics","D’ici à 2030, développer la coopération internationale et l’appui au renforcement des capacités des pays en développement en ce qui concerne les activités et programmes relatifs à l’eau et à l’assainissement, y compris la collecte, la désalinisation et l’utilisation rationnelle de l’eau, le traitement des eaux usées, le recyclage et les techniques de réutilisation",2023,31.98,NA,"Détérioration"
"6","6.b.1","Proportion d’administrations locales ayant mis en place des politiques et procédures opérationnelles encourageant la participation de la population locale à la gestion de l’eau et de l’assainissement","Appuyer et renforcer la participation de la population locale à l’amélioration de la gestion de l’eau et de l’assainissement",NA,NA,NA,"Non disponible"
"7","7.1.1","Proportion de la population ayant accès à l’électricité","D’ici à 2030, garantir l’accès de tous à des services énergétiques fiables et modernes, à un coût abordable.",2023,100,"Percentage (%)","Cible atteinte"
"7","7.1.2","Proportion de la population utilisant principalement des carburants et technologies propres.","D’ici à 2030, garantir l’accès de tous à des services énergétiques fiables et modernes, à un coût abordable.",2022,100,"Percentage (%)","Cible atteinte"
"7","7.2.1","Proportion de l’électricité produite à partir de sources renouvelables et autres sources non émettrices de gaz à effet de serre","D’ici à 2030, accroître nettement la part de l’énergie renouvelable dans le bouquet énergétique mondial.",2024,79.4,"Percentage (%)","Détérioration"
"7","7.3.1","Intensité totale de la consommation d’énergie en termes de PIB","D’ici à 2030, multiplier par deux le taux mondial d’amélioration de l’efficacité énergétique",2023,4.75,"Terajoules per million dollars of real GDP","Progrès limités"
"7","7.a.1","Flux financiers internationaux à destination des pays en développement à l’appui de la recherche-développement dans le domaine des énergies propres et de la production d’énergie renouvelable, notamment au moyen de systèmes hybrides","D’ici à 2030, renforcer la coopération internationale en vue de faciliter l’accès aux sciences et technologies de l’énergie propre, notamment les énergies renouvelables, l’efficacité énergétique et les nouvelles technologies de combustion propre des combustibles fossiles, et encourager l’investissement dans l’infrastructure énergétique et les technologies propres dans le domaine de l’énergie",2023,285.59,NA,"Sur la bonne voie"
"7","7.b.1","Puissance installée du parc d’énergie renouvelable dans les pays en développement (en watts par habitant)","D’ici à 2030, développer l’infrastructure et améliorer la technologie afin de fournir des services énergétiques modernes et durables à tous les habitants des pays en développement, en particulier des pays les moins avancés, des petits États insulaires en développement et des pays en développement sans littoral, dans le respect des programmes d’aide qui les concernent",NA,NA,NA,"Non disponible"
"8","8.1.1","Taux de croissance annuelle du PIB réel par habitant","Maintenir un taux de croissance économique par habitant adapté au contexte national et, en particulier, un taux de croissance annuelle du produit intérieur brut d’au moins 7 pour cent dans les pays les moins avancés.",2024,59529.12,"Percentage (%)","Progrès limités"
"8","8.2.1","Taux de croissance annuelle du PIB réel par personne pourvue d'un emploi","Parvenir à un niveau élevé de productivité économique par la diversification, la modernisation technologique et l'innovation, notamment en mettant l'accent sur les secteurs à forte valeur ajoutée et à forte intensité de main-d'oeuvre",2024,118487735.46,"Percentage (%)","Progrès limités"
"8","8.3.1","Proportion de l’emploi informel dans l’emploi total, par secteur et par sexe","Promouvoir des politiques axées sur le développement qui favorisent les activités productives, la création d’emplois décents, l’entrepreneuriat, la créativité et l’innovation et stimulent la croissance des microentreprises et des petites et moyennes entreprises et facilitent leur intégration dans le secteur formel, y compris par l’accès aux services financiers",NA,NA,NA,"Non disponible"
"8","8.4.1","Empreinte matérielle, empreinte matérielle par habitant et empreinte matérielle par unité de PIB","Améliorer progressivement, jusqu’en 2030, l’efficacité de l’utilisation des ressources mondiales dans les modes de consommation et de production et s’attacher à dissocier croissance économique et dégradation de l’environnement, comme prévu dans le Cadre décennal de programmation concernant les modes de consommation et de production durables, les pays développés montrant l’exemple en la matière",NA,NA,"Tonnes (million)","Non disponible"
"8","8.4.2","Consommation matérielle nationale, consommation matérielle nationale par habitant et consommation matérielle nationale par unité de PIB","Améliorer progressivement, jusqu’en 2030, l’efficacité de l’utilisation des ressources mondiales dans les modes de consommation et de production et s’attacher à dissocier croissance économique et dégradation de l’environnement, comme prévu dans le Cadre décennal de programmation concernant les modes de consommation et de production durables, les pays développés montrant l’exemple en la matière",NA,NA,"Tonnes (million)","Non disponible"
"8","8.5.1","Rémunération horaire moyenne des salariés, par sexe, profession, âge et situation au regard du handicap","D’ici à 2030, parvenir au plein emploi productif et garantir à toutes les femmes et à tous les hommes, y compris les jeunes et les personnes handicapées, un travail décent et un salaire égal pour un travail de valeur égale",2024,35.2,"Canadian dollars ($)","Sur la bonne voie"
"8","8.5.2","Taux de chômage, par sexe, âge et situation au regard du handicap","D’ici à 2030, parvenir au plein emploi productif et garantir à toutes les femmes et à tous les hommes, y compris les jeunes et les personnes handicapées, un travail décent et un salaire égal pour un travail de valeur égale",2024,6.3,"Percentage (%)","Progrès limités"
"8","8.6.1","Proportion de jeunes (âgés de 15 à 24 ans) non scolarisés et sans emploi ni formation","D’ici à 2020, réduire nettement la proportion de jeunes non scolarisés et sans emploi ni formation",2025,10,"Percentage (%)","Des progrès ont été réalisés, mais une accélération est nécessaire"
"8","8.7.1","Proportion et nombre d’enfants âgés de 5 à 17 ans qui travaillent, par sexe et âge","Prendre des mesures immédiates et efficaces pour supprimer le travail forcé, mettre fin à l’esclavage moderne et à la traite d’êtres humains, interdire et éliminer les pires formes de travail des enfants, y compris le recrutement et l’utilisation d’enfants soldats, et, d’ici à 2025, mettre fin au travail des enfants sous toutes ses formes",NA,NA,NA,"Non disponible"
"8","8.8.1","Nombre de réclamations pour décès et pertes de temps","Défendre les droits des travailleurs, promouvoir la sécurité sur le lieu de travail et assurer la protection de tous les travailleurs, y compris les migrants, en particulier les femmes, et ceux qui ont un emploi précaire",2022,993,NA,"Détérioration"
"8","8.8.2","Niveau de respect des droits du travail (liberté d’association et droit de négociation collective) au niveau national, eu égard aux textes de l’Organisation internationale du Travail (OIT) et à la législation nationale, par sexe et statut migratoire","Défendre les droits des travailleurs, promouvoir la sécurité sur le lieu de travail et assurer la protection de tous les travailleurs, y compris les migrants, en particulier les femmes, et ceux qui ont un emploi précaire",2023,0.36,"Score","Sur la bonne voie"
"8","8.9.1","PIB directement tiré du tourisme, en proportion du PIB total et en taux de croissance","D’ici à 2030, élaborer et mettre en œuvre des politiques visant à développer un tourisme durable qui crée des emplois et met en valeur la culture et les produits locaux",NA,NA,NA,"Non disponible"
"8","8.9.2","Personnes employées dans les industries du tourisme","D’ici à 2030, élaborer et mettre en œuvre des politiques visant à développer un tourisme durable qui crée des emplois et met en valeur la culture et les produits locaux",NA,NA,NA,"Non disponible"
"8","8.10.1","a) Nombre de succursales de banques commerciales par 100 000 adultes et b) nombre de distributeurs automatiques de billets pour 100 000 adultes.","Renforcer la capacité des institutions financières nationales de favoriser et généraliser l’accès de tous aux services bancaires et financiers et aux services d’assurance.",NA,NA,NA,"Non disponible"
"8","8.10.2","Proportion des unités familiales ayant un compte de chèques ou d'épargne","Renforcer la capacité des institutions financières nationales de favoriser et généraliser l’accès de tous aux services bancaires et financiers et aux services d’assurance.",2019,98.8,"Percentage (%)","Sur la bonne voie"
"8","8.a.1","Engagements pris et décaissements effectués dans le cadre de l’initiative Aide pour le commerce.","Accroître l’appui apporté dans le cadre de l’initiative Aide pour le commerce aux pays en développement, en particulier aux pays les moins avancés, y compris par l’intermédiaire du Cadre intégré renforcé pour l’assistance technique liée au commerce en faveur des pays les moins avancés",2023,349.76,NA,"Des progrès ont été réalisés, mais une accélération est nécessaire"
"8","8.b.1","Existence d’une stratégie nationale de promotion de l’emploi des jeunes, qu’il s’agisse d’une stratégie à part entière ou d’une composante d’une stratégie nationale de promotion de l’emploi, et application de cette stratégie","D’ici à 2020, élaborer et mettre en œuvre une stratégie mondiale en faveur de l’emploi des jeunes et appliquer le Pacte mondial pour l’emploi de l’Organisation internationale du Travail",NA,NA,NA,"Non disponible"
"9","9.1.1","Proportion de la population rurale vivant à moins de 2 km d’une route praticable toute l’année","Mettre en place une infrastructure de qualité, fiable, durable et résiliente, y compris une infrastructure régionale et transfrontière, pour favoriser le développement économique et le bien-être de l''être humain, en privilégiant un accès universel, financièrement abordable et équitable",2021,97.7,"Percentage (%)","Non disponible"
"9","9.1.2","Nombre de passagers et volume de fret transportés, par mode de transport","Mettre en place une infrastructure de qualité, fiable, durable et résiliente, y compris une infrastructure régionale et transfrontière, pour favoriser le développement économique et le bien-être de l'être humain, en privilégiant un accès universel, financièrement abordable et équitable",2024,1578894.4,"Metric tonnes","Des progrès ont été réalisés, mais une accélération est nécessaire"
"9","9.2.1","Valeur ajoutée dans l’industrie manufacturière, en proportion du PIB et par habitant","Promouvoir une industrialisation durable qui profite à tous et, d'ici à 2030, augmenter nettement la contribution de l'industrie à l'emploi et au produit intérieur brut, en fonction du contexte national, et la multiplier par deux dans les pays les moins avancés",2024,10.21,NA,"Détérioration"
"9","9.2.2","Emploi dans l’industrie manufacturière, en proportion de l’emploi total","Promouvoir une industrialisation durable qui profite à tous et, d'ici à 2030, augmenter nettement la contribution de l'industrie à l'emploi et au produit intérieur brut, en fonction du contexte national, et la multiplier par deux dans les pays les moins avancés",2024,8.59,"Percentage (%)","Détérioration"
"9","9.3.1","Proportion des petites entreprises dans la valeur ajoutée totale de l’industrie","Accroître, en particulier dans les pays en développement, l'accès des entreprises, notamment des petites entreprises industrielles, aux services financiers, y compris aux prêts consentis à des conditions abordables, et leur intégration aux chaînes de valeur et aux marchés",2023,3.02,"Percentage (%)","Sur la bonne voie"
"9","9.3.2","Proportion des petites entreprises industrielles ayant fait la demande d'un prêt ou d'une marge de crédit","Accroître, en particulier dans les pays en développement, l'accès des entreprises, notamment des petites entreprises industrielles, aux services financiers, y compris aux prêts consentis à des conditions abordables, et leur intégration aux chaînes de valeur et aux marchés",2020,83.1,"Percentage (%)","Non disponible"
"9","9.4.1","Émissions de CO2 par unité de valeur ajoutée.","D’ici à 2030, moderniser l’infrastructure et adapter les industries afin de les rendre durables, par une utilisation plus rationnelle des ressources et un recours accru aux technologies et procédés industriels propres et respectueux de l’environnement, chaque pays agissant dans la mesure de ses moyens.",2022,0.3,"Mt CO2 eq. per billion dollars GDP","Sur la bonne voie"
"9","9.5.1","Dépenses de recherche-développement en proportion du PIB","Renforcer la recherche scientifique, perfectionner les capacités technologiques des secteurs industriels de tous les pays, en particulier des pays en développement, notamment en encourageant l'innovation et en augmentant nettement le nombre de personnes travaillant dans le secteur de la recherche-développement pour 1 million d'habitants et en accroissant les dépenses publiques et privées consacrées à la recherche-développement d'ici à 2030",2023,1.8,"Percentage (%)","Des progrès ont été réalisés, mais une accélération est nécessaire"
"9","9.5.2","Nombre de chercheurs (équivalent plein temps) par million d’habitants","Renforcer la recherche scientifique, perfectionner les capacités technologiques des secteurs industriels de tous les pays, en particulier des pays en développement, notamment en encourageant l'innovation et en augmentant nettement le nombre de personnes travaillant dans le secteur de la recherche-développement pour 1 million d'habitants et en accroissant les dépenses publiques et privées consacrées à la recherche-développement d'ici à 2030",2022,5571.23,"Rate per 1,000,000","Sur la bonne voie"
"9","9.a.1","Montant total de l’aide publique internationale (aide publique au développement et autres apports du secteur public) alloué aux infrastructures","Faciliter la mise en place d’une infrastructure durable et résiliente dans les pays en développement en renforçant l’appui financier, technologique et technique apporté aux pays d’Afrique, aux pays les moins avancés, aux pays en développement sans littoral et aux petits États insulaires en développement",2023,389.45,NA,"Sur la bonne voie"
"9","9.b.1","Proportion dans la valeur ajoutée totale de la valeur ajoutée des secteurs de moyenne et haute technologie","Soutenir les activités de recherche-développement et d’innovation des pays en développement dans le secteur technologique, notamment en instaurant des conditions propices, entre autres, à la diversification industrielle et à l’ajout de valeur aux marchandises",2024,36.69,"Percentage (%)","Détérioration"
"9","9.c.1","Proportion de la population ayant accès à un réseau mobile, par type de technologie","Accroître nettement l’accès aux technologies de l’information et des communications et faire en sorte que tous les habitants des pays les moins avancés aient accès à Internet à un coût abordable d’ici à 2020",2022,91.4,"Percentage (%)","Sur la bonne voie"
"10","10.1.1","Taux de croissance des dépenses des ménages ou du revenu par habitant pour les 40 % de la population les plus pauvres et pour l'ensemble de la population","D'ici à 2030, assurer progressivement et durablement une croissance des revenus des 40 % de la population les plus pauvres à un rythme plus rapide que le revenu moyen national",NA,NA,"Percentage (%)","Non disponible"
"10","10.2.1","Proportion de personnes vivant avec moins de la moitié du revenu médian, par sexe, âge et situation au regard du handicap","D'ici à 2030, autonomiser toutes les personnes et favoriser leur intégration sociale, économique et politique, indépendamment de leur âge, de leur sexe, de leur handicap, de leur race, de leur appartenance ethnique, de leurs origines, de leur religion ou de leur statut économique ou autre",2023,12,"Percentage (%)","Sur la bonne voie"
"10","10.3.1","Proportion de la population déclarant avoir été victime de discrimination ou de traitement injuste au cours des 5 dernières années","Assurer l’égalité des chances et réduire l’inégalité des résultats, notamment en éliminant les lois, politiques et pratiques discriminatoires et en encourageant l’adoption de lois, politiques et mesures adéquates en la matière",2024,35.9,"Percentage (%)","Non disponible"
"10","10.4.1","Part du travail dans le PIB","Adopter des politiques, notamment sur les plans budgétaires, salariales et dans le domaine de la protection sociale, afin de parvenir progressivement à une plus grande égalité",2024,50.44,"Percentage (%)","Détérioration"
"10","10.4.2","Effet redistributif de la politique budgétaire","Adopter des politiques, notamment sur les plans budgétaires, salariales et dans le domaine de la protection sociale, afin de parvenir progressivement à une plus grande égalité",NA,NA,NA,"Non disponible"
"10","10.5.1","Indicateurs de solidité financière","Améliorer la réglementation et la surveillance des institutions et marchés financiers mondiaux et renforcer l’application des règles",2024,0.81,"Percentage (%)","Progrès limités"
"10","10.6.1","Proportion de pays en développement qui sont membres d’organisations internationales et y disposent du droit de vote","Faire en sorte que les pays en développement soient davantage représentés et entendus lors de la prise de décisions dans les institutions économiques et financières internationales, afin que celles-ci soient plus efficaces, crédibles, transparentes et légitimes",NA,NA,NA,"Non disponible"
"10","10.7.1","Dépenses de recrutement à la charge du salarié en proportion de son revenu mensuel dans le pays de destination.","Faciliter la migration et la mobilité de façon ordonnée, sûre, régulière et responsable, notamment par la mise en œuvre de politiques migratoires planifiées et bien gérées.",NA,NA,NA,"Non disponible"
"10","10.7.2","Les programmes et politiques du Canada en matière d'immigration et de réfugiés, établis et bien gérés.","Faciliter la migration et la mobilité de façon ordonnée, sûre, régulière et responsable, notamment par la mise en œuvre de politiques migratoires planifiées et bien gérées.",NA,NA,NA,"Cible atteinte"
"10","10.7.3","Nombre de personnes décédées ou disparues lors de la migration vers une destination internationale.","Faciliter la migration et la mobilité de façon ordonnée, sûre, régulière et responsable, notamment par la mise en œuvre de politiques migratoires planifiées et bien gérées.",NA,NA,NA,"Non disponible"
"10","10.7.4","Proportion de réfugiés dans la population, par pays d’origine.","Faciliter la migration et la mobilité de façon ordonnée, sûre, régulière et responsable, notamment par la mise en œuvre de politiques migratoires planifiées et bien gérées.",NA,NA,NA,"Non disponible"
"10","10.a.1","Proportion de lignes tarifaires concernées par les importations en provenance des pays les moins avancés et des pays en développement bénéficiant d’une franchise de droits.","Mettre en œuvre le principe d’un traitement spécial et différencié pour les pays en développement, en particulier les pays les moins avancés, conformément aux accords de l’Organisation mondiale du commerce.",NA,NA,NA,"Non disponible"
"10","10.b.1","Montant total des ressources allouées au développement, par pays bénéficiaire et donateur et type d’apport (aide publique au développement, investissement étranger direct et autres).","Stimuler l’aide publique au développement et les flux financiers, y compris les investissements étrangers directs, en faveur des États qui en ont le plus besoin, en particulier les pays les moins avancés, les pays d’Afrique, les petits États insulaires en développement et les pays en développement sans littoral, conformément à leurs plans et programmes nationaux.",2022,27670.78,NA,"Sur la bonne voie"
"10","10.c.1","Coûts des envois de fonds en proportion du montant transféré","D’ici à 2030, faire baisser au-dessous de 3 pour cent les coûts de transaction des envois de fonds effectués par les migrants et éliminer les circuits d’envois de fonds dont les coûts sont supérieurs à 5 pour cent",2017,5.5,"Percentage (%)","Non disponible"
"11","11.1.1","Proportion de la population urbaine ayant des besoins impérieux en matière de logement","D’ici à 2030, assurer l’accès de tous à un logement et des services de base adéquats et sûrs, à un coût abordable, et assainir les quartiers de taudis",2022,10.4,"Percentage (%)","Détérioration"
"11","11.2.1","Proportion de la population ayant aisément accès aux transports publics","D’ici à 2030, assurer l’accès de tous à des systèmes de transport sûrs, accessibles et viables, à un coût abordable, en améliorant la sécurité routière, notamment en développant les transports publics, une attention particulière devant être accordée aux besoins des personnes en situation vulnérable, des femmes, des enfants, des personnes handicapées et des personnes âgées",2024,8.4,"Percentage (%)","Détérioration"
"11","11.3.1","Ratio entre le taux d’utilisation des terres et le taux de croissance démographique","D’ici à 2030, renforcer l’urbanisation durable pour tous et les capacités de planification et de gestion participatives, intégrées et durables des établissements humains dans tous les pays",NA,NA,NA,"Non disponible"
"11","11.3.2","Proportion de villes dotées d’une structure de participation directe de la société civile à la gestion et à l’aménagement des villes, fonctionnant de façon régulière et démocratique","D’ici à 2030, renforcer l’urbanisation durable pour tous et les capacités de planification et de gestion participatives, intégrées et durables des établissements humains dans tous les pays",NA,NA,NA,"Non disponible"
"11","11.4.1","Dépenses publiques par habitant consacrées à la préservation, à la protection et à la conservation de l’ensemble du patrimoine culturel et naturel","Redoubler d'efforts pour protéger et préserver le patrimoine culturel et naturel mondial",2024,274.12,"Dollars","Sur la bonne voie"
"11","11.5.1","Nombre de personnes décédées, disparues ou directement touchées lors de catastrophes, pour 100 000 personnes","D’ici à 2030, réduire nettement le nombre de personnes tuées et le nombre de personnes touchées par les catastrophes, y compris celles qui sont liées à l’eau, et réduire nettement la part du produit intérieur brut mondial représentée par les pertes économiques directement imputables à ces catastrophes, l’accent étant mis sur la protection des pauvres et des personnes en situation vulnérable",2020,35.38,NA,"Sur la bonne voie"
"11","11.5.2","Pertes économiques directement attribuables à des catastrophes par rapport au produit intérieur brut (PIB)","D’ici à 2030, réduire nettement le nombre de personnes tuées et le nombre de personnes touchées par les catastrophes, y compris celles qui sont liées à l’eau, et réduire nettement la part du produit intérieur brut mondial représentée par les pertes économiques directement imputables à ces catastrophes, l’accent étant mis sur la protection des pauvres et des personnes en situation vulnérable",2019,0.01,"Percentage (%)","Sur la bonne voie"
"11","11.5.3","a) Dommages causés aux infrastructures critiques et b) nombre de perturbations des services de base résultant de catastrophes","D’ici à 2030, réduire nettement le nombre de personnes tuées et le nombre de personnes touchées par les catastrophes, y compris celles qui sont liées à l’eau, et réduire nettement la part du produit intérieur brut mondial représentée par les pertes économiques directement imputables à ces catastrophes, l’accent étant mis sur la protection des pauvres et des personnes en situation vulnérable",NA,NA,"Number","Non disponible"
"11","11.6.1","Quantité totale de déchets à des fins d'élimination par l'industrie de la gestion des déchets","D’ici à 2030, réduire l’impact environnemental négatif des villes par habitant, y compris en accordant une attention particulière à la qualité de l’air et à la gestion, notamment municipale, des déchets",2022,26617188,"Tonnes","Détérioration"
"11","11.6.2","Indicateur 11.6.2: Niveau moyen annuel de particules fines (PM 2,5 et PM 10, par exemple) dans les villes, pondéré en fonction du nombre d’habitants","Cible 11.6: D’ici à 2030, réduire l’impact environnemental négatif des villes par habitant, y compris en accordant une attention particulière à la qualité de l’air et à la gestion, notamment municipale, des déchets",2020,6,"Micrograms per cubic metre","Sur la bonne voie"
"11","11.7.1","Proportion moyenne de la surface urbaine construite consacrée à des espaces publics, par sexe, âge et situation au regard du handicap","D’ici à 2030, assurer l’accès de tous, en particulier des femmes et des enfants, des personnes âgées et des personnes handicapées, à des espaces verts et des espaces publics sûrs",NA,NA,NA,"Non disponible"
"11","11.7.2","Proportion de personnes victimes de harcèlement physique ou sexuel, par sexe, âge, situation au regard du handicap et lieu des faits (au cours des 12 mois précédents)","D’ici à 2030, assurer l’accès de tous, en particulier des femmes et des enfants, des personnes âgées et des personnes handicapées, à des espaces verts et des espaces publics sûrs",2018,3.6,"Percentage (%)","Non disponible"
"11","11.a.1","Nombre de pays ayant adopté une politique urbaine nationale ou un plan de développement régional qui a) tienne compte de la dynamique des populations, b) vise à l’équilibre du développement territorial et c) élargisse la marge de manœuvre budgétaire locale","Favoriser l’établissement de liens économiques, sociaux et environnementaux positifs entre zones urbaines, périurbaines et rurales en renforçant la planification du développement à l’échelle nationale et régionale",NA,NA,NA,"Non disponible"
"11","11.b.1","Stratégies nationales de réduction des risques de catastrophe conformes au Cadre d'action de Sendai pour la réduction des risques de catastrophe (2015-2030) qui ont été adoptées et implémentées","D’ici à 2020, accroître nettement le nombre de villes et d’établissements humains qui adoptent et mettent en œuvre des politiques et plans d’action intégrés en faveur de l’insertion de tous, de l’utilisation rationnelle des ressources, de l’adaptation aux effets des changements climatiques et de leur atténuation et de la résilience face aux catastrophes, et élaborer et mettre en œuvre, conformément au Cadre de Sendai pour la réduction des risques de catastrophe (2015‐2030), une gestion globale des risques de catastrophe à tous les niveaux",NA,NA,NA,"Cible atteinte"
"11","11.c.1","Total de l’aide publique au développement et des autres apports du secteur public à l’appui de projets d’infrastructure urbaine ou d’infrastructures urbaines, par secteur","Aider les pays les moins avancés, y compris par une assistance financière et technique, à construire des bâtiments durables et résilients en utilisant des matériaux locaux",NA,NA,NA,"Non disponible"
"11","11.b.2","Administrations locales ayant adopté et mis en place des stratégies locales de réduction des risques de catastrophe, conformément aux stratégies suivies à l’échelle nationale","D’ici à 2020, accroître nettement le nombre de villes et d’établissements humains qui adoptent et mettent en œuvre des politiques et plans d’action intégrés en faveur de l’insertion de tous, de l’utilisation rationnelle des ressources, de l’adaptation aux effets des changements climatiques et de leur atténuation et de la résilience face aux catastrophes, et élaborer et mettre en œuvre, conformément au Cadre de Sendai pour la réduction des risques de catastrophe (2015‐2030), une gestion globale des risques de catastrophe à tous les niveaux",NA,NA,NA,"Cible atteinte"
